tweet,clean_tweet,label
RT @Eaton_27: So apparently @Honn_2 likes takin pictures when he's eatin pussy&#128514;&#128514;,appar like takin pictur eatin pussi,1
"RT @EbonyRogue: Tierra Marie: ""I'm the Princess of the ROC""
Rihanna: ""y'all get a good pic cause this bitch ain't gone be here long"" http:/&#8230;",tierra mari im princess roc rihanna yall get good pic caus thi bitch aint gone long http/,1
"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",rick scott beat win number 30 counti charli crist 13 flgov,0
RT @EinsteinParody: Waterproof lab coat in case I drown in the pussy #swag,waterproof lab coat case drown pussi swag,1
RT @EisenbackEmily: I hate when people leave their trash in my car.,hate peopl leav trash car,1
"RT @ElJefeDeJefes4C: ""@Virgilio_LLA: Jammin these sad songs, smoking squares thinking bout bitches..."" lmfao",jammin sad song smoke squar think bout bitch lmfao,1
"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",crow would eat bear mt obvious mt bear save drown crow -,0
"RT @ElderLWM: And Black women need to stop referring to themselves and other sisters as ""hoes"" &amp; ""Bitches""..... It really ain't a good look&#8230;",black women need stop refer themselv sister hoe bitch realli aint good look,1
RT @EliRipRashad: I love them stripper bitches,love stripper bitch,1
RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,happi birthday cotton picker lol,0
RT @Elisha40hands: bitch you got too many teeth in your mouth,bitch got mani teeth mouth,1
"RT @ElleHueyXIV: ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&#8230;",fuck ill make feel bad fuck guy ill call hoe fuck ill thi,1
RT @Em_99car: Oops! I didn't mean to tweet this (yes I did). #random DVR-ING is a bitch. http://t.co/wJ0nyCEl8H,oop didnt mean tweet thi ( ye ) random dvr-ing bitch,1
RT @EmilyFaye2: My signature white-bitch move is profusely apologizing for being late with a full Starbucks cup in hand.,signatur white-bitch move profus apolog late full starbuck cup hand,1
RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,right newscent 5 project charli baker gov-elect razor thin margin wcvb,0
"RT @EmmGoldLA: A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you",lot ppl look like fuck doe thi bitch think ms goldschmi,1
RT @EmmGoldLA: Don't be mad at me for telling FACTS be embarrassed at urself for acting like a bitch,dont mad tell fact embarrass urself act like bitch,1
RT @EmotionalSwag15: Go die in a hole bitches &#9996;,go die hole bitch,1
RT @EnglandBailey: Happy birthday to the nicest faggot ever &#128129; http://t.co/vZygNI9qtQ,happi birthday nicest faggot ever,1
RT @EnxadasFelipe: No bitch I wanna roll a fucking blunt,bitch wan na roll fuck blunt,1
RT @EricWithAHotDad: If you cant pass the asvab you might as well just go full retard,cant pass asvab might well go full retard,1
"RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me bitch.",dont time childish game fight bitch,1
RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig,nig,1
RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,call charli baker conced around 815 thi morn plan address support 11am wcvb,0
RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo,saw girl scratch privat today mean dont fuck right pussi lmaoooo,1
RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,new bu stop guy across street yell david lee roth kick swoop crow learn karat,0
RT @Erudite1914: I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.,ima start fuck buddi save live program lol match dri bitter ass folk wit good dick pussi,1
RT @Erudite1914: Juice should have been dead his bitch ass! #SonsOfAnarchy,juic dead hi bitch ass sonsofanarchi,1
RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,think zlatan even ha class way talk trash,0
"RT @Erv_Montana: In the 2-6 bitch we prolly hit the same bitch, in the 2-6 bitch we gone bang the same shit, in the 2-6 bitch we prollu hit&#8230;",2-6 bitch prolli hit bitch 2-6 bitch gone bang shit 2-6 bitch prollu hit,1
RT @ErybdyHatesRiss: But I've made some hoes second guess themselves lol,ive made hoe second guess themselv lol,1
RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf,realli hate skyler like loan money even like bitch wtf,1
RT @Estellleeee: Lol bitches act hard when they stay getting they ass beat &#128514;&#128557;&#128514;,lol bitch act hard stay get ass beat,1
"RT @EvanBecker513: ""@LifeAsStoner: Just hit it pussy http://t.co/3tZ7DyATFu"" @whattheflocka",hit pussi,1
RT @EvanBecker513: @whattheflocka @zooyorkinit bitch. We could have went to als. But NOOOOOOOO. &#128545;&#128545;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#128053;,bitch could went al noooooooo,1
RT @EvanBecker513: @whattheflocka omg you're a nigger.,omg nigger,1
RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,trash earli call austin river draft bust,0
RT @EvilJeanyis: TheWhite Coward is pussy,thewhit coward pussi,1
RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,came train camp today find charli batch asleep curb,0
"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",gave move lil nigger push smh,1
RT @ExtremeGifs: when she says she not a hoe http://t.co/uG3p4D9bsK,say hoe,1
RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,crew women hillbilli gangster w/the director itsawrap,0
RT @FAAMMoverALL: This nigguh Chris Paul,thi nigguh chri paul,1
RT @FAIthfull_pussy: I'm the coolest bitch &#128526;,im coolest bitch,1
RT @FINALLEVEL: Follow my DOG.. he has over 17K bitches RT @CuteSpartacus: I made a golden retriever my bitch today at the park. http:// ...,follow dog ha 17k bitch made golden retriev bitch today park http//,1
RT @FIawless_Beauty: RT if you pledge allegiance to the pussy,pledg allegi pussi,1
"RT @FLHippie: If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&#8230;",guy ever call name bitch slut blah blah id never ever think twice like fuck,1
"RT @FOOTBALL_4L1FE: &#8220;@TheRealYoungZel: Nah nigga you blowin dick ""@TheReal_Salmon: Smoking that exotic bitch blowin O's"" http://t.co/6tiQTx&#8230;",nah nigga blowin dick smoke exot bitch blowin os,1
RT @FREDOSANTANA300: I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch #TheseThotsAreForEveryone,fuck yo bitch dont get mad noth new fuck everybodi bitch thesethotsareforeveryon,1
RT @FREDOSANTANA300: I smashed her an dat pussy was wet &#128591;,smash dat pussi wa wet,1
RT @FREDOSANTANA300: Might see a bitch an forget i hit it,might see bitch forget hit,1
RT @FREDOSANTANA300: Woke up tryna fuck yo bitch,woke tryna fuck yo bitch,1
RT @FREECEV: bitch get off twitter and text me back I love u,bitch get twitter text back love u,1
RT @FREECEV: we don't love these hoes http://t.co/vWt4i9POc2,dont love hoe,1
RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep,wash bird shit broomdisgust creatur redstwitterfam sweep,1
"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",reject constantli call hous threaten rape mom karma bitch rot hell faggot,1
RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,bad u want someth meaningless bad work thing u want isnt 10x intens ho,0
"RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",taakstraf herkenbaar hesj je eigen buurt pleit er al jaren voor weet hoe bevreesd ik er ooit voor wa dak er te wer,0
RT @Faceyspace: *pours out 40 for the bitches that do hair and makeup every single day*,* pour 40 bitch hair makeup everi singl day *,1
RT @Faceyspace: Dorks are fucking bitch-magnets. Sorry.,dork fuck bitch-magnet sorri,1
"RT @Faceyspace: My personality test results basically say ""bitch you is crazy"".",person test result basic say bitch crazi,1
"RT @Fact: A female ""cock block"" is called a ""clam jam.""",femal cock block call clam jam,1
"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",fake friend differ shadow stick around dure brightest moment disappear dure darkest ho,0
"RT @FactsAboutPigs: Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",pig drink 14 gallon water everi day still arent thirsti hoe,1
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",pink albino dolphin extrem rare exist wild,0
RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,jimmi two-man doo-wop perform went live youtub fallontonight htt,0
RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,stoner chick drunk hoe,1
"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",kid say much parent pay everyth pay everi bill cant complain abo,0
RT @FarFrmAverage_: Them hoes ain't solid &#8220;@Satisfied_x: I laugh so hard when females be all in my DMs but they have a Avi picture with the&#8230;,hoe aint solid laugh hard femal dm avi pictur,1
RT @FashionIsKEI: Don't no real bitch want no soft nigga..,dont real bitch want soft nigga,1
RT @FashionIsKEI: These hoes ain't loyal.,hoe aint loyal,1
RT @FatSlutty_xXx: My ex bitch keep tryna be my next bitch.. when she called me tha other day i told her GIVE IT A REST BITCH,ex bitch keep tryna next bitch call tha day told give rest bitch,1
"RT @FavaloroGfavs: @wenh08 bitch, ya betta! Haha I care for too love!",bitch ya betta haha care love,1
"RT @Faz____: I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&#8230;",convinc hitler wa faggit bitch kid leather uniform want alon hi closest men lock,1
RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year,fuck michigan mani wan na thug ask yall pussi im thi bitch next year,1
RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,dont know boyfriend saturday night lol fuck bitch,1
RT @FeelinMarvelous: Niggas want a virgin porn star and bitches want a dangerous safe nigga.,nigga want virgin porn star bitch want danger safe nigga,1
RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,dont watch beta watch bitch nigga,1
"RT @Feenohmenal: @NotoriousBeep fifty bucks says a dense cunt thinks I say totes on the ""reg"" and unfollows b/c I said cheerleader. Countdo&#8230;",fifti buck say dens cunt think say tote reg unfollow b/c said cheerlead countdo,1
"RT @Feenohmenal: I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&#8230;",spent whole fuck life apolog enough cant cut nip fuck booz drug inadequaci,1
RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,yanke acquir chase headley padr yangervi solart rafael depaula,0
"RT @Felonious_munk: ""you don't want to get treated like a ho, stop dressing like one"" ""if you want to stop getting treated like a thug.....&#8230;",dont want get treat like ho stop dress like one want stop get treat like thug,1
"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O",bitch,1
"RT @FeministaJones: Not today, bitch. Not today RT @RennyStevens: @FeministaJones soooo ur a black feminist. U do know how pointless that i&#8230;",today bitch today soooo ur black feminist u know pointless,1
"RT @FemsHaveBallz: LOL at my mentions 

Liberal1: you're a racist bitch

Liberal2: yeah kill all whites

(Liberal1 is white)

Liberal1: Not&#8230;",lol mention liberal1 racist bitch liberal2 yeah kill white ( liberal1 white ) liberal1,1
RT @FemsHaveBallz: Liberals threaten my life everyday on here. So don't mind me while I'm a total jackass to their butt hurt pussies right &#8230;,liber threaten life everyday dont mind im total jackass butt hurt pussi right,1
"RT @FemsHaveBallz: The looters in #Ferguson are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&#8230;",looter ferguson retard risk arrest get free food ebt alreadi pay food lo,1
RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,longer run busi n america unless deem accept 1 polit group retard known democr,1
RT @FenkellPayroll: Ppl quick 2 bitch about what somebody ain't did for em when 9 times outta 10 they ain't did shit for that person,ppl quick 2 bitch somebodi aint em 9 time outta 10 aint shit person,1
RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;,pau hoe u gon play trade deadlin dislik guy yea help bring two chip soft,1
RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;,curv regular nigga daili especi us austin nigga damn yellow ppl,1
"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;",dont trust nobodi bitch fake nigga faker fuck yall id rather fuck wi,1
"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ...",peni live sad life hi hair mess hi famili nut neighbor asshol best friend pussi,1
RT @FightCIubs: Resisting the urge to smack a bitch http://t.co/kwe5j13O9b,resist urg smack bitch,1
RT @FightsOnVine: Bruh this bitch is possessed by the thot demon https://t.co/6fa2iiXs6m,bruh thi bitch possess thot demon,1
RT @FightsOnVine: She used her hair to throw her then kicked her in the head THEN called her a bitch &#128553;&#128514; https://t.co/JUywZNabP5,use hair throw kick head call bitch,1
RT @FillWerrell: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot...,son bitch moment walk around hous sock step random wet spot,1
"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",wow basic told hi daughter want mocha color grandbabi htgawm,0
"RT @FirearmsDaily: Statistics don't lie, if you like gun control you're a queer guy. #FD",statist dont lie like gun control queer guy fd,1
"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",true need sleep make gainz bruh hoe stay mirin ; p alright later,1
RT @Fitcchh: White girls that talk ghetto&lt;&lt;&lt; you're not cute&#128514;,white girl talk ghetto cute,1
RT @FleeBiscuit: Girls with anchor tats are hoes,girl anchor tat hoe,1
RT @FleeBiscuit: I look in the mirror and see a pussy ass bitch that sits down when he pees.,look mirror see pussi ass bitch sit pee,1
RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.,sapiosexu jimmi neutron brain blast show im intellectu put pussi chainwax,1
RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,fuck yo bitch u happi like damn boosi fuck bitch lmao,1
RT @FlirtyWords: Distance is a fucking bitch.,distanc fuck bitch,1
RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe,big booti hoe,1
"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches.",yeah eagl definit arent finish 4th divis thi year bitch,1
RT @FlyGuyErv: Robin Thicke doing too much to get Paula back. That pussy had to have been &#127344;1&#8419;.,robin thick much get paula back pussi 1,1
RT @Fly_Air_Walker: I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop,havent cabl crib year dont give damn bout tv show like hoe n hip hop,1
"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;",man yall hoe got ta chill thi go natur bullshit onli actual pull rest,1
"RT @FlyoutChase: When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&#8230;",saw men say argu women gaywhat knew yall realli tri hard bitch attent,1
"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f",random hoe heard,1
RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,think clip thunder wouldv gave heat good wellth east trash,0
RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,oreo cheesecak bite,0
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,deep fri oreo,0
RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,oreo drumstick,0
RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,oreo ice cream ~,0
RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,ultim chocol chip cooki n oreo fudg browni bar,0
RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl,oreo cake,0
RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,oreo ice cream cake,0
RT @FoolishSmoker: The nerve of these bitches in Champaign,nerv bitch champaign,1
RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG,hoe aint loyal,1
"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",52 % world mammal bird reptil amphibian fish vanish 1970 2010,0
RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you hoes don't know how to count &#9995;&#128530;,relationship 2 know hoe dont know count,1
RT @Foreverandix: &#8220;@Vikyfdez15: @Foreverandix today at 10am&#8221; bitch do your Hw!,today 10am bitch hw,1
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,foxnew project wyom senat mike enzi defeat democrat challeng charli hardi election2014,0
"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",instagram onli place find thirsti hoe connect time,1
"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon",everi frat gay brother becaus pull hella fine bitch parti - sigma alpha epsilon,1
RT @FreakNation69: Eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wWI0vX,eatin pussi right push,1
"RT @FreakoSLAM93: ""@TattedHMS: @FreakoSLAM93 let's go pick up dat bitch she only 10 dollars lol"" Hml Brogod",let go pick dat bitch onli 10 dollar lol hml brogod,1
RT @FreddieGibbs: It's cold as penguin pussy.,cold penguin pussi,1
RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,anyon hate charli sheen,0
RT @FreeFaceRidess: Niggas be waiting for these light skin bitches to respond to a DM like ... http://t.co/LZLuNyh5Xo,nigga wait light skin bitch respond dm like,1
RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b,thi happen nigga ga ugli bitch,1
"RT @FreeMolly_: &#8220;@___Tamm: Shawty fine, breath stank...&#8221; Do da heisman on dat hoe &#128514;",shawti fine breath stank da heisman dat hoe,1
RT @FreeMolly_: @VoiceOfDStreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;,bad bro dem hoe heat tho,1
RT @FreeMolly_: @VoiceOfDStreetz why I was bouta grab dem hoes yeterday outta hook ups &#128553;,whi wa bouta grab dem hoe yeterday outta hook,1
RT @FreeTopher: Fuck bitches...Get money,fuck bitchesget money,1
RT @FreeTopher: Some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? &#128553;&#128553;&#128553;,femal make hoe look easi like damn girl dont shit bother yo soul sometim,1
RT @FreeTopher: That black pussy have nigga sayin anything #AHSFREAKSHOW,black pussi nigga sayin anyth ahsfreakshow,1
RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed,cunt go 20 second without talk weed,1
"RT @FriendZoneCEO: The go-to insult is always to call someone:

1. Fat
2. Ugly
Or
3. A hoe",go-to insult alway call someon 1 fat 2 ugli 3 hoe,1
"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch.",dont text first dont text whi lone singl stupid bitch,1
"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up",curs much bitch breath much shut fuck,1
"RT @FriendlyAssh0le: ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch",miss bf well miss limewir sooo shut fuck whini bitch,1
"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch",first charg phone text bitch,1
RT @FriendlyAssh0le: Hoes will be hoes.,hoe hoe,1
RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3,bitch soccer player take shirt,1
"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch.",got someth say ill @ dont concern tweet bitch,1
"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up.",$ 400 girl $ 0 would $ 400 singl bc dnt fuck broke bitch get money,1
"RT @FriendlyAssh0le: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",ive ever offend im sorri sensit lil bitch,1
"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor.",ive offend im veri sorri lil bitch sens humor,1
"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;",annoy hell girl tweet bae day dont give fuck bitch bae somewher cheat ri,1
RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;,13 yr old bitch realli got minimum wage nigga alex think start cloth line im done,1
"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day",today horoscop still hoe nice day,0
"RT @FriendlyAssh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""

bitch what???",bitch argu 30 min like know aint gon na argu bitch,1
RT @FriendlyAssh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.,bitch tit ass dont even get hug one boy get handshak,1
RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore,dont give fuck ex bitch isnt problem anymor,1
"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches",im rude peopl sensit littl bitch,1
RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,u rememb steve blue clue left us bitch ass nigga joe,1
RT @FriendlyAssh0le: when bitches talk about their bf 24/7 http://t.co/kDEBRyK5eR,bitch talk bf 24/7,1
RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,bitch keg stand thi parti,1
RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,ok serious fuck peopl slam break light turn yellow floor shit bitch,1
RT @FuckBoyLog: I bet I hit that bitch.. like a game winner,bet hit bitch like game winner,1
RT @FuckHisTattoos: Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF.,nigga stop give hoe attent retweet true beauti instead retweet half nake mf,1
RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers,hoe talent da whi girl put book info bio get 5k follow,1
RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie,one time thi blind bitch wa watch movi,1
RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe,saw xxx thought wa hoe,1
RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible,nigga madd gay teacher give nigga pussi snitch incred,1
RT @FuckYouIsaac_: Maury 70 years old still exposing hoes,mauri 70 year old still expos hoe,1
RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,wan na sleep im outsid thi nigger lol tri hang,1
"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",heard wa talkin trash like wouldnt find,0
"RT @FumingTurnip: @PatVPeters O didn't know?!? Sure, he's a little bitch. Valerie Jarrett on the other hand, you betcha. That guy knows eve&#8230;",didnt know sure littl bitch valeri jarrett hand betcha guy know eve,1
RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,well els white ppl get us forget horrif past paint pretti pictur ho,1
RT @FunkyDineva: Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,chile im take greyhound everywher yo hoe bout fli build fli bermuda,1
RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care,watch part 2 reunion im hoe dont even care,1
"RT @FunkyDineva: If you can barely walk in your heels or your dress, bitch you are trying to hard",bare walk heel dress bitch tri hard,1
RT @FunkyDineva: Teenagers have got to be the most disrespectful sons of bitches ever! I commend all parents. It's not an easy job,teenag got disrespect son bitch ever commend parent easi job,1
RT @FunnyJokeBook: I hope I made these pot brownies right http://t.co/iDDDHPPjiu,hope made pot browni right,0
"RT @FunnyJokeBook: If your tweets have never offended anyone, then you tweet like a little bitch.",tweet never offend anyon tweet like littl bitch,1
RT @FunnyJulius: Please win it all this year @Yankees,pleas win thi year,0
RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5,redneck fool around aux cord,0
"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;",ugli peopl taken nerd taken hoe taken everybodi taken,1
"RT @FunnyPicsDepot: He really put ""side bitch contract"" &#128514;&#128514; http://t.co/KOktVOpVp1",realli put side bitch contract,1
RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,lmao hate hoe alreadi,1
RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk,lmfao bitch got phone,1
RT @FunnyPicsDepot: Niggas develop superpowers when it comes to getting some pussy http://t.co/ADbxQlTDJj,nigga develop superpow come get pussi,1
RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J,5th grade hoe aint loyal,1
RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,u start realiz bae hoe,1
RT @FunnyPicsDepot: When you get twerk from the thickest bitch in the room http://t.co/a6r9U18EFS,get twerk thickest bitch room,1
RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,white trash warfar pt 3,1
"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic",bitch like im virgin,1
RT @FunnyPicsDepot: bitches in middle school be like http://t.co/8HdtphPH51,bitch middl school like,1
RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a,get unlimit pussi high school,1
RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,pussi ass nigga,1
